Date,Average Likes Per Photo
8/18/2018,406444.5714
8/19/2018,272508.2857
8/20/2018,350692.3333
8/21/2018,541669.625
8/22/2018,510084.25
8/23/2018,299935.2222
8/24/2018,294193.5714
8/25/2018,481224.875
8/26/2018,388271.625
8/27/2018,474406.2222
8/28/2018,395237.4286
8/29/2018,298998.6667
8/30/2018,383927.3333
8/31/2018,296276.3333
9/1/2018,605204.1429
9/2/2018,364300.3333
9/3/2018,286478.75
9/4/2018,321369.8889
9/5/2018,410614.9
9/6/2018,475320.9
9/7/2018,336365.75
9/8/2018,367277.4
9/9/2018,279551
9/10/2018,453745.8571
9/11/2018,444139.125
9/12/2018,255132.6
9/13/2018,367717.7778
9/14/2018,319004.7
9/15/2018,413551.7778
9/16/2018,347594.7778
9/17/2018,452323.1429
9/18/2018,269949.3333
9/19/2018,182773.875
9/20/2018,300944.4444
9/21/2018,173738.2
9/22/2018,342771.5
9/23/2018,517850.5
9/24/2018,343546.5556
9/25/2018,445368.5714
9/26/2018,411210.75
9/27/2018,419560.5714
9/28/2018,356024.1111
9/29/2018,292672.8889
9/30/2018,282243.1
10/1/2018,479362
10/2/2018,323834
10/3/2018,275786.5
10/4/2018,215671.9091
10/5/2018,373930.8333
10/6/2018,338780.3333
10/7/2018,572199.75
10/8/2018,370739.4
10/9/2018,289211.1111
10/10/2018,319019.25
10/11/2018,257307.5556
10/12/2018,351715.5
10/13/2018,439697.6
10/14/2018,374195.75
10/15/2018,334146.25
10/16/2018,455746
10/17/2018,371037.2
10/18/2018,456690.5
10/19/2018,352099.7778
10/20/2018,273842
10/21/2018,482403.25
10/22/2018,376884.5714
10/23/2018,291799.7143
10/24/2018,404971
10/25/2018,301987.5556
10/26/2018,284264.4444
10/27/2018,426336.3333
10/28/2018,424255.25
10/29/2018,397331.875
10/30/2018,327014.5
10/31/2018,372603.6
11/1/2018,292598.7778
11/2/2018,311370.25
11/3/2018,345582.8889
11/4/2018,358078.2857
11/5/2018,582788.625
11/6/2018,355014
11/7/2018,454214.1667
11/8/2018,265067.1111
11/9/2018,284280.6
11/10/2018,420784.6667
11/11/2018,368918
11/12/2018,267517.5
11/13/2018,289809.5714
11/14/2018,319410.5
11/15/2018,320271
11/16/2018,427396.8
11/17/2018,559131.75
11/18/2018,430767.4
11/19/2018,334121
11/20/2018,273563.7143
11/21/2018,277226.125
11/22/2018,381638.8333
11/23/2018,256190.375
11/24/2018,347184.75
11/25/2018,399782.4
11/26/2018,439158.8889
11/27/2018,243794.2222
11/28/2018,378649.7778
11/29/2018,366799.3
11/30/2018,291932.4
12/1/2018,381190.5
12/2/2018,373626.875
12/3/2018,485009.25
12/4/2018,601360.4444
12/5/2018,310509.6
12/6/2018,315484.375
12/7/2018,411253
12/8/2018,415458.3333
12/9/2018,472338.375
12/10/2018,254019.7143
12/11/2018,491916.125
12/12/2018,519426.5556
12/13/2018,333445.6667
12/14/2018,380459.375
12/15/2018,432668
12/16/2018,451550.125
12/17/2018,308056.1429
12/18/2018,353492.5
12/19/2018,375368.1667
12/20/2018,291042.5
12/21/2018,392390.375
12/22/2018,396538.1429
12/23/2018,312996.7143
12/24/2018,316079.625
12/25/2018,375500.3333
12/26/2018,379561.8333
12/27/2018,257187.125
12/28/2018,495672.2857
12/29/2018,403675.375
12/30/2018,406000.25
12/31/2018,570347.5714
1/1/2019,530612.75
1/2/2019,628996.25
1/3/2019,564100.8333
1/4/2019,635669.875
1/5/2019,540513.3333
1/6/2019,647476.7143
1/7/2019,387061.8333
1/8/2019,541160.625
1/9/2019,654731.625
1/10/2019,435926.375
1/11/2019,656752.4286
1/12/2019,495821.6
1/13/2019,542420.7143
1/14/2019,609667.8
1/15/2019,391342.75
1/16/2019,352590.5714
1/17/2019,251313.6
1/18/2019,214691.5
1/19/2019,516559.2857
1/20/2019,594913.5
1/21/2019,417225.75
1/22/2019,495467.5714
1/23/2019,503101
1/24/2019,404623.2857
1/25/2019,286204.2857
1/26/2019,596585.375
1/27/2019,615940.4286
1/28/2019,314125.25
1/29/2019,311702.5
1/30/2019,347891.7778
1/31/2019,318966.75
2/1/2019,267813.5714
2/2/2019,397720.125
2/3/2019,324863.125
2/4/2019,506483.75
2/5/2019,375736.8333
2/6/2019,325844.875
2/7/2019,500506.75
2/8/2019,326334.1111
2/9/2019,415822.875
2/10/2019,598615.125
2/11/2019,338542.8
2/12/2019,392910.875
2/13/2019,303852.2857
2/14/2019,422266.5
2/15/2019,471492.1429
2/16/2019,529527.75
2/17/2019,157941
2/18/2019,437175.1667
2/19/2019,693381.8
2/20/2019,668225.1111
2/21/2019,481895.1111
2/22/2019,436344.6
2/23/2019,607050
2/24/2019,477237.4286
2/25/2019,397501
2/26/2019,277848.2857
2/27/2019,570883
2/28/2019,266734.6
3/1/2019,465932.1429
3/2/2019,469263.8571
3/3/2019,495440.2222
3/4/2019,344178.875
3/5/2019,301465.4286
3/6/2019,514524.25
3/7/2019,407762.875
3/8/2019,245820.5
3/9/2019,466869.875
3/10/2019,356763.375
3/11/2019,340103.8571
3/12/2019,315382.4286
3/13/2019,388364.2857
3/14/2019,543231.4
3/15/2019,262712.125
3/16/2019,376293.5
3/17/2019,430655.5
3/18/2019,206536.125
3/19/2019,420450.125
3/20/2019,281420.625
3/21/2019,362968.6667
3/22/2019,352178.5
3/23/2019,458046.75
3/24/2019,285178.1429
3/25/2019,499097.125
3/26/2019,303006.5
3/27/2019,336387
3/28/2019,326334.1667
3/29/2019,360905.875
3/30/2019,379623.7143
3/31/2019,549849.375
4/1/2019,441893.7143
4/2/2019,397392.1429
4/3/2019,472895.5
4/4/2019,414496.875
4/5/2019,345650.4286
4/6/2019,533526.75
4/7/2019,338036.5
4/8/2019,430727.875
4/9/2019,266646
4/10/2019,282500.875
4/11/2019,377287.125
4/12/2019,325194.8889
4/13/2019,364252.5714
4/14/2019,357506.125
4/15/2019,381104.75
4/16/2019,471102
4/17/2019,235912
4/18/2019,519167.875
4/19/2019,389691.5
4/20/2019,285376.75
4/21/2019,420407.375
4/22/2019,633727.9
4/23/2019,337773.7143
4/24/2019,335306.75
4/25/2019,336245.4286
4/26/2019,278433.8889
4/27/2019,349574.3333
4/28/2019,347243.5556
4/29/2019,286868.7
4/30/2019,323007.1429
5/1/2019,423277.625
5/2/2019,557690.1667
5/3/2019,614310.625
5/4/2019,320908.6667
5/5/2019,446963.625
5/6/2019,372497.1429
5/7/2019,304483.875
5/8/2019,397870.25
5/9/2019,258716.3333
5/10/2019,309480.8333
5/11/2019,332939.2222
5/12/2019,321853.1111
5/13/2019,289525.3333
5/14/2019,287961.75
5/15/2019,476649.7143
5/16/2019,722065.2857
5/17/2019,382036.625
5/18/2019,305440.875
5/19/2019,438807.5
5/20/2019,410634
5/21/2019,369958.7143
5/22/2019,243346.7143
5/23/2019,406790.75
5/24/2019,415568.4286
5/25/2019,242298.875
5/26/2019,470201
5/27/2019,484094.4286
5/28/2019,397418.375
5/29/2019,508626.4286
5/30/2019,443555.1667
5/31/2019,315468.125
6/1/2019,459247.625
6/2/2019,441000.5714
6/3/2019,232651.8571
6/4/2019,334792.125
6/5/2019,439175.8889
6/6/2019,301776.875
6/7/2019,501178.125
6/8/2019,215571.625
6/9/2019,423810.5714
6/10/2019,306670
6/11/2019,365363.1429
6/12/2019,319503.2857
6/13/2019,342636.5714
6/14/2019,447993.5
6/15/2019,335096
6/16/2019,212415.75
6/17/2019,251408.2857
6/18/2019,415745.5556
6/19/2019,258074.1667
6/20/2019,245414.1111
6/21/2019,396387
6/22/2019,328344.7
6/23/2019,336999.7778
6/24/2019,292735.6667
6/25/2019,381981.25
6/26/2019,258815.8571
6/27/2019,395033.875
6/28/2019,424523.8571
6/29/2019,376900.3333
6/30/2019,405684.6667
7/1/2019,342004.5714
7/2/2019,354609
7/3/2019,476409.25
7/4/2019,408218.2857
7/5/2019,450051.625
7/6/2019,236419.25
7/7/2019,407663.1429
7/8/2019,275863.25
7/9/2019,287414.7143
7/10/2019,341697.5
7/11/2019,479513.5714
7/12/2019,357273.1429
7/13/2019,279490.8571
7/14/2019,404958.8333
7/15/2019,381708.25
7/16/2019,297657.375
7/17/2019,285987.1667
7/18/2019,365950.4286
7/19/2019,422569.25
7/20/2019,294222.1429
7/21/2019,451215.3333
7/22/2019,337592.75
7/23/2019,326424
7/24/2019,410169.1667
7/25/2019,442784.5
7/26/2019,393108.4
7/27/2019,420171.3333
7/28/2019,475099.1667
7/29/2019,578225.8
7/30/2019,390344.5714
7/31/2019,478737.5
8/1/2019,275172.6667
8/2/2019,590981.8333
8/3/2019,456218.1667
8/4/2019,407070
8/5/2019,422576.1667
8/6/2019,590006.8333
8/7/2019,302295.3333
8/8/2019,411102.8
8/9/2019,665911.8
8/10/2019,679331.3333
8/11/2019,336498.5
8/12/2019,585639
8/13/2019,415865.3333
8/14/2019,440986.6667
8/15/2019,573892.6667
8/16/2019,686662
8/17/2019,286304.5
8/18/2019,535927.6667
8/19/2019,848305.5
8/20/2019,378107
8/21/2019,759359.3333
8/22/2019,615406.8
8/23/2019,427227.6
8/24/2019,456861.3333
8/25/2019,503839.3333
8/26/2019,447265.8333
8/27/2019,465323.1429
8/28/2019,449269.4286
8/29/2019,556781.2
8/30/2019,438367.8571
8/31/2019,490161.1667
9/1/2019,342049.1667
9/2/2019,361931.3333
9/3/2019,363742
9/4/2019,442118.5
9/5/2019,371122.8333
9/6/2019,501809.8333
9/7/2019,532041.7143
9/8/2019,386999.7143
9/9/2019,423564.8
9/10/2019,361237.5
9/11/2019,278371.2857
9/12/2019,294473.5
9/13/2019,496379.75
9/14/2019,587482.1667
9/15/2019,416686.8333
9/16/2019,454832
9/17/2019,575427.1667
9/18/2019,389744.8333
9/19/2019,268384.1667
9/20/2019,361608.25
9/21/2019,342941
9/22/2019,378960
9/23/2019,344270.5
9/24/2019,608186.75
9/25/2019,374631
9/26/2019,423360.5714
9/27/2019,496902.5
9/28/2019,360838.4286
9/29/2019,446483.8333
9/30/2019,392549
10/1/2019,404570.1667
10/2/2019,275974.6667
10/3/2019,366094.8333
10/4/2019,600842.8
10/5/2019,410418
10/6/2019,431101.5714
10/7/2019,319103.8333
10/8/2019,435441
10/9/2019,517345.1667
10/10/2019,271574.1667
10/11/2019,510047.4
10/12/2019,483928.8333
10/13/2019,262812.6667
10/14/2019,385805.5
10/15/2019,292617.4286
10/16/2019,268913.1667
10/17/2019,311624.8571
10/18/2019,308217.6667
10/19/2019,376513.8333
10/20/2019,283840
10/21/2019,554573.6667
10/22/2019,507169.5714
10/23/2019,487336.3333
10/24/2019,275936
10/25/2019,315307
10/26/2019,197270.3333
10/27/2019,242036.1667
10/28/2019,221494.8
10/29/2019,215491.8333
10/30/2019,413336.4286
10/31/2019,344821.125
11/1/2019,291123.4444
11/2/2019,268764.875
11/3/2019,293796.125
11/4/2019,404977.4444
11/5/2019,340075.75
11/6/2019,270635.2222
11/7/2019,249953
11/8/2019,340475.25
11/9/2019,282140.25
11/10/2019,328802.1429
11/11/2019,326907.25
11/12/2019,353069.125
11/13/2019,312830.875
11/14/2019,345869.375
11/15/2019,356000.5
11/16/2019,320722.75
11/17/2019,298953.75
11/18/2019,221837.5
11/19/2019,237884.375
11/20/2019,262505.75
11/21/2019,222921.8
